senator_name,senator_username,label,tweet
Murkowski,lisamurkowski,center,Producing minerals domestically can aid in lowering the cost of electric vehicles while protecting our economy against adversaries. We need to rid of the inconsistent policies inhibiting Alaska and America’s ability to produce and get critical mineral projects going.
Murkowski,lisamurkowski,center,"Our vulnerability has only increased from global events like the pandemic and Russia’s war on Ukraine. Our reliance on China to meet our mineral needs is a threat as we continue to go experience an energy transition, including the usage of electric vehicles."
Murkowski,lisamurkowski,center,I’ve been raising the alarm for years about the issue of America’s lack of mineral security. 
Murkowski,lisamurkowski,center,"It is also critical that the five minerals addressed under this decision are just the start, not the end, of federal efforts to rebuild our domestic supply chains."
Murkowski,lisamurkowski,center,"My hope is that this decision marks the start of a much more serious emphasis on our nation’s mineral security, and that real projects, especially mines in states like Alaska, result from it. "
Murkowski,lisamurkowski,center,. invoking the Defense Protection Act to spur critical mineral production is an overdue step that will help address one of our nation’s most significant vulnerabilities: our increasing dependence on foreign supply of critical minerals. I’m glad our call to action worked. 
Murkowski,lisamurkowski,center,"Reminiscing about Congressman Don Young a lot these last several days. I got a kick out of coming across this photo of us back in 1980, when I was asked to represent Alaska in the Cherry Blossom program. "
Murkowski,lisamurkowski,center,"In 2020 we tried to refill the Strategic Petroleum Reserve when oil was &lt;$40/bbl, only to see it blocked on partisan grounds. We had a chance to buy low, didn’t do it, &amp; now are left with a big, panicked sale that will do us no favors in the long-run."
Murkowski,lisamurkowski,center,The CDC has revoked its COVID-19 travel advisories for cruise ship passengers—something I’ve called the CDC to do away with for months. Alaska is open and ready for business—and we’re ready to welcome visitors by way of cruise travel. 
Murkowski,lisamurkowski,center,"I thank my Senate colleagues for unanimously cosponsoring &amp; passing my resolution with  honoring the life and legacy of Congressman Don Young—ensuring one of the most effective legislators of our time, will be remembered always. "
Murkowski,lisamurkowski,center,"He became a close friend to lawmakers on both sides of the aisle, but was always best known for his steadfast loyalty to our home state."
Murkowski,lisamurkowski,center,"Congressman Don Young was larger than life, as is the legacy he leaves behind. He devoted 49 yrs to the service of Alaska &amp; the nation. In that time, he shepherded critical, generational legislation into law &amp; became Dean of the House—the longest-serving Republican of all time. "
Murkowski,lisamurkowski,center,"Paying my respects alongside his family and fellow Alaskans, and seeing Don enter and leave the Capitol one last time, is something I will always cherish. "
Murkowski,lisamurkowski,center,"It was an honor to speak about the life and legacy of the Congressman for all of Alaska, the Dean of the House, and my dear friend, the late Don Young, as he laid in state in Statuary Hall. "
Murkowski,lisamurkowski,center,Congressman Don Young’s Lying in State Ceremony in Statuary Hall in the United States Capitol is today. You can watch the livestream of the ceremony honoring the late Congressman on CSPAN: 
Murkowski,lisamurkowski,center,"Happy ! Today we commemorate the signing of the Alaska Purchase Treaty of 1867. At the time, our state was purchased for $7.2 million—or just about 2¢ an acre—the deal of the century! "
Murkowski,lisamurkowski,center,Women’s equality is not a partisan issue. I’m proud to be working with  on a bipartisan effort to add an Equal Rights Amendment to the U.S. Constitution—guaranteeing equality under the law for women. 
Murkowski,lisamurkowski,center,"I’m thankful a member of my staff was able to be there in person for the keel authentication. This ship, bearing Senator Stevens’ name, is a remarkable acknowledgment of a great Alaskan &amp; American whose distinguished service in the military and support of the Navy will live on."
Murkowski,lisamurkowski,center,"The construction is officially underway for the USS Ted Stevens DDG-128, a U.S. Navy Arleigh Burke-class guided missile destroyer named in honor of the late U.S. Senator Ted Stevens. "
Murkowski,lisamurkowski,center,"Food insecurity is a problem in Alaska that requires immediate attention. The FY22 funding package includes funds toward the Food Bank in the Mat-Su, so we can fight food security and give support to Alaskans who need it most. "
Murkowski,lisamurkowski,center,"I was proud to secure funding for initiatives &amp; programs through the FY22 Omnibus bill which will support the U.S.’ interests in the Arctic, strengthening our economic &amp; national security goals. This includes funding for the new Ted Stevens Center for Arctic Security Studies. "
Murkowski,lisamurkowski,center,"Heat Smart, the non-profit based in Juneau, is saving Alaskans money and reducing carbon emissions. I’m proud to have secured funds in the FY22 funding package to support their impressive efforts. "
Murkowski,lisamurkowski,center,The Teal Street Center is one step closer to a reality in Juneau. I’m proud to have secured funds through the FY22 funding bill—&amp; looking forward to the wide-reaching benefits for Alaskan communities. 
Murkowski,lisamurkowski,center,"The black line in the middle of this photo is either an oil tanker or container ship in the Gulf of Alaska. The ship is either how Alaskans get 90% of our food, or it’s how we’re helping supply America w/ domestic crude oil—instead of getting it from somewhere like Russia. "
Murkowski,lisamurkowski,center,The needs of rural Alaskan communities were addressed in the FY22 omnibus bill—and I’m proud to have secured funding for the critically-needed Cape Blossom Road. 
Murkowski,lisamurkowski,center,"I'll continue working w/ my colleagues on bipartisan solutions that support our childcare providers, raise wages for childcare workers, &amp; help parents find &amp; afford high-quality childcare.We must address barriers to access childcare for Alaskan families."
Murkowski,lisamurkowski,center,"Within the FY22 appropriations bill package, I helped include several provisions to support the health and well-being of America’s military members and their families. "
Murkowski,lisamurkowski,center,"I had a special, impromptu meeting with young Alaskan Anastasia—who particularly enjoyed looking at all the items from Alaska in my office. "
Murkowski,lisamurkowski,center,"For information on Congressman Don Young’s lying in state in Statuary Hall of the U.S. Capitol, and his public memorial services in the D.C. area and Alaska, please visit this page: "
Murkowski,lisamurkowski,center,"Alaska continues to navigate the challenges of building out a robust workforce, across a number of industries. That’s why I made sure the investments in the FY22 funding bill will help Alaskans to train for better jobs and be better prepared to succeed in a changing economy. "
Murkowski,lisamurkowski,center,"The resilient spirit of Alaskans and their efforts to respond to this disaster in 1989 remains an admirable feat, and is a stark reminder of the critical importance to protect our state’s natural resources, including water, land, and wildlife to this day."
Murkowski,lisamurkowski,center,"33 years ago today, the Exxon Valdez oil spill impacted not only the lives of thousands of Alaskans, but also thousands of miles of our coastline around Prince William Sound and beyond."
Murkowski,lisamurkowski,center,"He was tough, gruff, and feisty. But he was also warm, engaging, even charming. He was passionate about Alaska, and Alaskans, to his very core. And he was loyal and devoted—to his family, friends, and staff, and to the state and the people he loved so dearly."
Murkowski,lisamurkowski,center,"For those who didn’t have the privilege of knowing Congressman Young, as so many Alaskans did, he was all of the things that have been written and said about him over the past several days—and more. He was larger than life, as colorful as they come. "
Murkowski,lisamurkowski,center,"Statuary Hall will open from 12:00 PM ET until 2:00 PM ET to guests invited by the Young family, Members of Congress, and Congressional staff to pay respects.Live stream details will be available early next week. Information regarding events in Alaska is forthcoming."
Murkowski,lisamurkowski,center,"Please note that the Congressional Tribute is only open to a limited number of invited Members of Congress and Congressman Young’s family, friends, and staff."
Murkowski,lisamurkowski,center,An Arrival Ceremony will be held on the East Front House Steps at 10:30 AM ET. A Congressional Tribute will be held in Statuary Hall of the U.S. Capitol at 11:00 AM ET.
Murkowski,lisamurkowski,center,"Congressman Don Young, the Dean of the House and longest-serving Republican representative, will lie in state in National Statuary Hall in the United States Capitol on Tuesday, March 29, 2022. "
Murkowski,lisamurkowski,center,I thank Valerie Nurr’araaluk Davidson of the  for her support of the funding I secured for Alaska in the FY22 Omnibus bill. 
Murkowski,lisamurkowski,center,"Congressman Don Young gave Alaska his all. As a true man of his people, he was the perfect Alaskan to serve in the people’s chamber. Tonight,  &amp; I spoke in honor of the life &amp; legacy of the late Don Young, the Congressman for All Alaska. "
Murkowski,lisamurkowski,center,"We thank Congressman Young for everything he did for Alaska. We owe his family a debt of gratitude for sharing him with us for so long. Together with them, we mourn our late Congressman, Alaska’s champion and our dear friend, Don Young."
Murkowski,lisamurkowski,center,"I am heartbroken. So are countless Alaskans, and individuals across the country who happened to meet this legendary legislator. We have lost a giant who we loved dearly and who held Alaska in his heart—always."
Murkowski,lisamurkowski,center,"Our reality is that for the first time in 49 years, Alaska does not have a Congressman in the House of Representatives. For the first time in 49 years, Alaska does not have Don Young there to defend, advocate, and legislate on our behalf."
Murkowski,lisamurkowski,center,"Being a Congressman for Alaska requires every last bit of you. It requires tremendous sacrifice, from you and your family. But from his first day through his last, Don Young gave it his all. He did the job better than anyone."
Murkowski,lisamurkowski,center,"The record shows that Congressman Young was one of the best legislators of our time. Despite being just one of 435 voting members of the House, and the only one there to represent Alaska, he was repeatedly named one of his chamber’s most effective members."
Murkowski,lisamurkowski,center,"If you thought Senator Stevens was legendary and tenacious in his pursuit of federal dollars to help build Alaska—just know that Congressman Young was right there with him, every step of the way, making sure Alaska received what we would call our fair share."
Murkowski,lisamurkowski,center,"He passed legislation to open a small part of the non-wilderness 1002 Area, in the Arctic National Wildlife Refuge, a dozen times before we steered it into law in 2017. He never gave up, and his commitment to our energy security should be more appreciated than ever."
Murkowski,lisamurkowski,center,"Congressman young helped establish the 200-mile fishing limit and contributed to the Magnuson-Stevens Act, which have allowed Alaska to maintain its world-class fisheries."
Murkowski,lisamurkowski,center,"Congressman Young joined the U.S. House of Representatives in 1973. In his first year in office, he helped authorize the Trans-Alaska Pipeline, which has been Alaska's economic backbone ever since. Not long after, his colleagues chose him as the Freshman Congressman of the Year."
Murkowski,lisamurkowski,center,"More than anything, Don was passionate about Alaska, and Alaskans, to his very core. And he was loyal and devoted—to his family, friends, and staff, and to the state and the people he loved so dearly."
Murkowski,lisamurkowski,center," For those who didn’t have the privilege of knowing , as many Alaskans did, he was all of the things that have been written &amp; said about him over the past several days—&amp; more. He was larger than life, as colorful as they come. He was tough, gruff, &amp; feisty"
Murkowski,lisamurkowski,center, There is no doubt that Congressman Young lived a full life. He was 88 years young. He accomplished an incredible amount across the many decades he served Alaska and our country.
Murkowski,lisamurkowski,center,I’ll be speaking on the Senate floor shortly alongside  in memory of the late Congressman Don Young—my good friend and the Congressman for all Alaska.Tune in to watch: 
Murkowski,lisamurkowski,center,I was proud to work with  and  on the FY22 Appropriations bill package to remove a section which included anti-hunting &amp; anti-conservation language that would have limited &amp; harmed hunters in Alaska and around the world. 
Murkowski,lisamurkowski,center,I’m proud to have led this resolution with  which unanimously passed the Senate last night. 
Murkowski,lisamurkowski,center,"As we celebrate , we have the opportunity to recognize Alaska Native, American Indian &amp; Native Hawaiian women, the wealth of contributions they have made to the United States, and to reflect on Native culture, traditions &amp; experiences that have shaped history. "
Murkowski,lisamurkowski,center,I encourage you to read this profile by the  celebrating his life and career. 
Murkowski,lisamurkowski,center,"Congressman Don Young dedicated his life to his state and country—&amp; we are all better for it. For many Alaskans, he was a representative for their entire life. The only thing as powerful as his stature and personality was his love for his family and state."
Murkowski,lisamurkowski,center,Safely demolishing the Polaris Building has long been a priority for Fairbanks—all they lacked was adequate funding. I was glad to work with the Fairbanks community and secure funding to help get rid of this contaminated site once and for all. 
Murkowski,lisamurkowski,center,"We will never fill his shoes, but throughout his career of service, he’s given us a roadmap and an example of what real leadership means."
Murkowski,lisamurkowski,center,I was grateful to speak with  to share some memories and reflect on the incredible legacy of my dear friend. 
Murkowski,lisamurkowski,center,Congressman Don Young was an Alaskan to his core. He was a larger-than-life man whose passion for Alaska and its people was unmatched.Don never stopped fighting for Alaska.
Murkowski,lisamurkowski,center,"Don was coming home to the place that he loved, and to the people that loved him best. We love you, Don. "
Murkowski,lisamurkowski,center,Alaskans are devastated by this shocking and sad news and I am saddened beyond belief about the loss of my friend. We have lost a giant who we loved dearly and who held Alaska in his heart—always.
Murkowski,lisamurkowski,center,"Alaska continues to navigate the challenges of building out a robust workforce, across a number of industries. That’s why I made sure the investments in the FY22 Omnibus bill will help Alaskans to train for better jobs and be better prepared to succeed in a changing economy. "
Murkowski,lisamurkowski,center,"During a recent HELP Committee executive session, I was proud to include several amendments to the PREVENT Pandemics Act which support Alaska’s economy and tourism industry, tribal communities, and rural healthcare and workforce. "
Murkowski,lisamurkowski,center,We should support our military members in all the ways that we can—especially when it pertains to mental health. I thank the  for taking the initiative to update their mental and behavioral health policies. 
Murkowski,lisamurkowski,center,"I worked hard to ensure the omnibus appropriations bill did not include anything that would harm domestic resource production &amp; instead provided funding for energy efficiency, weatherization assistance, and the Low Income Home Energy Assistance Program to help offset high costs."
Murkowski,lisamurkowski,center,Alaskans grapple with some of the highest home heating costs in the nation and the price of fuel is soaring across the nation. 
Murkowski,lisamurkowski,center,"Congressionally Directed Spending within the Omnibus funding bill will help Alaskans with critical, targeted projects within our state, including the devastating impact of the spruce bark beetle infestation on the Kenai Peninsula. I thank Mayor Gabriel for his support. "
Murkowski,lisamurkowski,center,We must continue to do all we can to ensure that the livelihoods of  members are supported and that they have the tools and infrastructure they need to carry out their important missions.
Murkowski,lisamurkowski,center,"I’m encouraged to know that the funding I helped secure in the bipartisan Infrastructure bill will support a number of projects in Alaska—from Kodiak to Seward &amp; Ketchikan—which the  sought for decades, but has never been able to complete. "
Murkowski,lisamurkowski,center,"To read the full press release, click here: "
Murkowski,lisamurkowski,center,"The Ninth Circuit Court of Appeals is reinstating the land exchange needed to facilitate a life-saving road for the residents of King Cove, Alaska. This decision reversed and remanded a flawed District Court ruling that set aside the land exchange agreement in June 2020. "
Murkowski,lisamurkowski,center,"As the Ranking Member of the Interior-Environment Appropriations Subcommittee, I’m proud to announce big wins for Alaska in the FY22 funding bill package that was just signed into law. "
Murkowski,lisamurkowski,center, becoming law is a victory for all women–this law will help to protect women in Alaska &amp; across the country. I thank all who helped this bipartisan bill cross the finish line. 
Murkowski,lisamurkowski,center,"GREAT NEWS: The  Reauthorization Act of 2022 was just signed into law. I’m proud to have led this bipartisan legislation in the Senate w/ , , and , and attend today’s White House ceremony celebrating its passage. "
Murkowski,lisamurkowski,center,"We have a responsibility as a free nation to ensure that, to the fullest extent possible, we are there for Ukraine. "
Murkowski,lisamurkowski,center,"Ukraine President  addressed a joint session of Congress. His message was clear: If Ukraine is not safe, democracy &amp; freedom in other parts of the world are not safe.This is the time for the U.S. to help the people of Ukraine in this war Putin has perpetrated. "
Murkowski,lisamurkowski,center,"I joined my colleagues in sending a letter to  urging him to work with Poland &amp; our NATO allies to expedite the transfer of urgently-needed airpower, air defense systems, &amp; other combat &amp; support capabilities from the US, NATO allies, &amp; other European partners to Ukraine."
Murkowski,lisamurkowski,center,President Zelensky has said that what Ukraine needs the most is the ability and support to protect themselves amid the brutal warfare led by the Russian government.We must .
Murkowski,lisamurkowski,center, 
Murkowski,lisamurkowski,center,nan
Murkowski,lisamurkowski,center,"The U.S. Senate just unanimously passed a bill making daylight savings time permanent, passing the bill to the House. Alaskans are ready to lock the clock, and stop changing their clocks twice a year."
Murkowski,lisamurkowski,center,"The Iditarod celebrated its 50th anniversary this year. Big congratulations to Brent Sass of Eureka, who championed this year’s event, and all the other mushers and their dog teams who braved the harshest conditions across Alaska’s dangerous terrains during . "
Murkowski,lisamurkowski,center,"Eight days, 14 hours, 38 minutes—that’s how long Brent Sass was on the Iditarod trail before he crossed the finish line, winning for the first time in his career, . "
Murkowski,lisamurkowski,center,"A bipartisan letter I wrote with , , &amp;  urges  to address the supply chain crisis and meet domestic mineral demand."
Sullivan,SenDanSullivan,center,The world is seeing the horrors of Russian atrocities against the brave people of Ukraine. Now is the time to redouble our support with a winning strategy: ✅ More weapons✅ Quickly tightening sanctions✅ Intel sharing✅ Exporting American energy[ / ] 
Sullivan,SenDanSullivan,center,Tune in to  and hear my discussion with Stuart Varney on Ukraine and the energy crisis. 
Sullivan,SenDanSullivan,center,President Biden has effectively sent an invitation to the world’s most vulnerable migrants to make the dangerous trek to America’s southern border and rush our already overwhelmed border agents on May 23. This is reckless. 
Sullivan,SenDanSullivan,center,"Thank you, Rabbi, for all you do for our communities in Alaska, and for offering a very powerful and meaningful prayer with a fitting message for what’s happening in the world today. "
Sullivan,SenDanSullivan,center,"Today, Rabbi Mendy Greenberg, director of the Mat-Su Jewish Center in Palmer, Alaska made history as the youngest rabbi ever to deliver the daily opening prayer in the United States Senate. "
Sullivan,SenDanSullivan,center,"Mr. President, there’s a much better strategic petroleum reserve for America that you need to tap into—it’s called Alaska.Call us, and please get your boot off of our neck."
Sullivan,SenDanSullivan,center,The President announced today he is dipping into the Strategic Petroleum Reserve to curb skyrocketing energy prices—prices that are a direct consequence of his own administration’s war on American energy production.  It’s a bit like the arsonist calling the fire department.
Sullivan,SenDanSullivan,center,"Natural Gas made America a leader in reducing CO2 emissions. If we unleash American energy, we could reduce global emissions by up to 40 percent by 2050. "
Sullivan,SenDanSullivan,center,"He leaves a void here in Congress, in Alaska, in the hearts of his family and all of us who knew and loved him. He leaves a very real void in our small but mighty delegation. But his indomitable spirit lives on. Rest in Peace, Don Young. "
Sullivan,SenDanSullivan,center,"Congressman Don Young, the Dean of the House, arrives at the Capitol to lie in state, a fitting tribute to this great Alaskan and great American. 🇺🇸 "
Sullivan,SenDanSullivan,center,📺 Watch live–Congressman Don Young Lying in State ceremony in Statuary Hall in the Capitol. 
Sullivan,SenDanSullivan,center,"We need to implement an all-of-the-above energy plan that prioritizes the infrastructure and permitting reform needed to leverage our world-class energy resources. That’s exactly what our American Energy, Jobs &amp; Climate Plan will do:"
Sullivan,SenDanSullivan,center,"Secretary of State William H. Seward endured ridicule and contempt in his day for advocating the purchase of Alaska. Thankfully, Seward had the foresight to recognize all that Alaska and her people could contribute to the rest of the nation. Happy Seward’s Day, Alaska! "
Sullivan,SenDanSullivan,center,". and I penned an op-ed detailing the instruments of American economic power we can use to deter another authoritarian, Xi Jinping in China, from militarily invading the global fulcrum between democracy and dictatorship—. Read here 👇 "
Sullivan,SenDanSullivan,center,One lesson from Vladimir Putin’s brutal invasion of Ukraine is that comprehensive economic and financial sanctions have the best chance of deterring a conflict when they are clearly articulated and ready to go *before* the conflict begins. That wasn’t the case with Ukraine. 
Sullivan,SenDanSullivan,center,"The  and the  both say the transition to alternative energy will take decades.If we are going to need oil and gas, why would we not produce it in the place with the highest environmental standards—in America? "
Sullivan,SenDanSullivan,center,"The monopoly control of BlackRock, State Street and Vanguard has dramatically distorted the market and restricted energy investment.I’ll be introducing legislation to give average Americans, who understand we need American energy, the ability to vote their shares. "
Sullivan,SenDanSullivan,center,"Big U.S. banks &amp; financiers have no problem propping up the Chinese Communist Party, at the same time they blackball American energy workers.The American people are sick of the hypocrisy and I think there’s going to be a reckoning. "
Sullivan,SenDanSullivan,center,"Watch live:  and I will be speaking in honor of the life and legacy of —a friend, a mentor, and a legend in Alaska and in Congress.Watch here: "
Sullivan,SenDanSullivan,center,"Today, I join all Americans in mourning the loss of former Secretary of State Madeleine Albright, a friend and dedicated public servant who was a true champion for democracy around the globe. "
Sullivan,SenDanSullivan,center,"   What’s stopping us? The Biden administration, from day 1, has cancelled pipelines, piled on additional regulations, blocked LNG terminals, and slow-rolled critical infrastructure. And, John Kerry has been urging our allies NOT to buy American LNG. "
Sullivan,SenDanSullivan,center,"   Imagine if major economies, like China and India—whose annual GHG emissions are skyrocketing—transitioned to clean-burning American LNG. Models show this change alone could reduce global emissions by 9%. "
Sullivan,SenDanSullivan,center," .,  and I introduced the American Energy, Jobs &amp; Climate Plan, which builds on what is already working—natural gas—to reduce emissions, support our vulnerable allies, and bolster our economy.Details ⬇️"
Sullivan,SenDanSullivan,center,"Since 2005, the U.S. reduced greenhouse gas emissions by almost 15%—far beyond other major economies. We reduced annual emissions by nearly 1 billion metric tons. How’d we do it? As experts in  testified today, it was primarily the revolution in American natural gas. "
Sullivan,SenDanSullivan,center,"Dictators fear their own people more than anything else—and no individual causes Vladimir Putin more distress than Alexei .Navalny’s courage, integrity &amp; selflessness provide a harsh, glaring contrast to Putin’s paranoia, lies &amp; aggression."
Sullivan,SenDanSullivan,center,Xi and Putin’s biggest weakness and vulnerability is that they fear their own people.We should remember and exploit this in the months and years ahead. [5/5]
Sullivan,SenDanSullivan,center,"The U.S. has extraordinary advantages relative to these dictatorships, if we are wise enough to utilize &amp; strengthen them: ✅ global network of allies✅ lethal military✅ abundant energy &amp; resources✅ dynamic economy✅ our democratic values &amp; commitment to liberty[4/5]"
Sullivan,SenDanSullivan,center,We must wake up to the fact that this new era of authoritarian aggression will likely be with us for decades.We need to face it with strategic resolve and confidence. [3/5]
Sullivan,SenDanSullivan,center,"They have no problem brutalizing their own people and those of their neighbors to achieve their aggressive goals—even, in the case of Putin, purposefully targeting civilians with his indiscriminate war machine, which is a war crime.[2/5]"
Sullivan,SenDanSullivan,center,The barbaric invasion of Ukraine makes clear we are in a new era of authoritarian aggression led by ruthless dictators—Vladimir Putin of Russia and President Xi Jinping of China. [1/5]
Sullivan,SenDanSullivan,center," Julie’s and my deepest condolences go out to his wife, Anne, his daughters, Dawn “Sister” and Joni, and his many grandchildren. Rest In Peace, Don Young."
Sullivan,SenDanSullivan,center," He was a dear friend and mentor, and I have learned so much from this great Alaskan.  The Alaska that we know and love today is a reality because of the tireless work of Don Young."
Sullivan,SenDanSullivan,center,"Like all Alaskans, Julie &amp; I are saddened, shocked &amp; devastated by the sudden passing of . His spirit—authentic, tenacious, indomitable, a man of the people—epitomized our state to such a degree that there was a sense he’d always be with us, that he’d live forever. "
Sullivan,SenDanSullivan,center,"Prior to Putin’s invasion of Ukraine, gas prices had already increased by 68 PERCENT under President Biden.This is not Putin’s price hike. It’s President Biden’s. Unleash American energy NOW. "
Sullivan,SenDanSullivan,center,"When our assumption is that Ukraine will lose, our options to help them become limited. This administration needs a paradigm shift. There is another possibility: The Ukrainians could win. "
Sullivan,SenDanSullivan,center,I'm joining  tonight to discuss the latest on Ukraine.📺 Tune in at 10:00pm ET (6:00pm AKT) on  Channel.
Sullivan,SenDanSullivan,center,"We have an  winner!Kudos to Brent Sass, of Eureka, who pulled into Nome after 8 days 14 hours 38 minutes—fending off a fierce competitor, Dallas Seavey, who was in the hunt for  history and his 6th win."
Sullivan,SenDanSullivan,center,"I appreciate and strongly support President Biden’s action today, which will rectify this unfair and non-reciprocal seafood and support the thousands of hard-working fishermen across the country and in Alaska. "
Sullivan,SenDanSullivan,center,"This ban is long overdue—Russia has blocked American seafood imports going back to 2014. I’ve been making the case to every senator, every cabinet secretary, and every administration official who will hear me since I got to the Senate in 2015. "
Sullivan,SenDanSullivan,center,"It’s official! The President announced today a ban on all Russian seafood imports, ending another funding source of Putin’s war machine against the brave people of Ukraine. 🐟More 👇 "
Sullivan,SenDanSullivan,center,"Tonight, I voted against the 2,700-page, $1.5 trillion omnibus appropriations bill for Fiscal Year 2022.My statement 👇 "
Sullivan,SenDanSullivan,center," Pres. Biden, tell the truth: We CAN produce the oil &amp; gas we need right here in the US. Americans should NOT be paying outrageous energy costs. In a letter w/ 22 colleagues, I laid out steps  can take immediately to unleash US energy.👇[3/3]"
Sullivan,SenDanSullivan,center,". needs to quit asking dictators, like those in Venezuela and Iran, for more oil &amp; gas, and instead expand energy production here in America with our own workers. We should NOT be reliant on brutal dictators. [2/3]"
Sullivan,SenDanSullivan,center,President Biden’s decision to ban Russian oil exports should’ve happened weeks ago. This step is not enough. [1/3]
Sullivan,SenDanSullivan,center,"📺 TONIGHT: ,  and I discuss the Biden administration’s disgraceful overtures to every authoritarian regime imaginable to produce more oil —the Saudis, Iran, Maduro. What about American workers? Watch on  at 10pm ET / 6pm AKT."
Sullivan,SenDanSullivan,center,"Biden's plan to bring down energy prices:✅ Lift sanctions on largest state sponsor of terrorism✅ Lift sanctions on blood-thirsty Maduro regime✅ Stall ban on Russian oil, funding Putin’s war ⬜️ U̶n̶l̶e̶a̶s̶h̶ ̶A̶m̶e̶r̶i̶c̶a̶n̶ ̶e̶n̶e̶r̶g̶y̶ ̶p̶r̶o̶d̶u̶c̶t̶i̶o̶n̶̵̴̶"
Sullivan,SenDanSullivan,center,"Biden officials have arrived hat in hand in Caracas to beg the ruthless Maduro regime to produce more oil.I have a better idea, Mr. President: Why not get your boot off the neck of American producers? "
Sullivan,SenDanSullivan,center,"At the precise moment that Putin finds himself isolated and alone from the rest of the world, the Biden administration puts him in the driver’s seat of a new nuclear deal with Iran. Astonishing. "
Sullivan,SenDanSullivan,center,The courageous struggle of Ukrainians has united the West to a degree that hasn’t been seen in a long time. President Biden is aiming a sledgehammer at that unity by resuscitating the dangerous Iran nuclear deal.
Sullivan,SenDanSullivan,center,"The Biden administration is desperate to revive the dangerous Iran nuclear deal, and the mullahs in Tehran know it. This is how bad policy is made."
Sullivan,SenDanSullivan,center,    God bless this courageous leader and the Ukrainian people who continue to fight for their liberty and survival. [7/7]
Sullivan,SenDanSullivan,center,"  President  urgently requested more lethal military equipment for his forces and to defend his people.  &amp; , make this happen for his forces and for the defense of democracy. [6/7]"
Sullivan,SenDanSullivan,center,  I will be introducing legislation next week on this simple and powerful recommendation from President .  [5/7]
Sullivan,SenDanSullivan,center,  President  also urges the U.S. to revoke most-favored-nation status (MFN) for Russia on trade. Putin’s war machine should not receive the preferential trading status that the rest of the civilized world enjoys with the United States. [4/7]
Sullivan,SenDanSullivan,center," ., enough is enough. Listen to this brave President and a growing bipartisan group of senators. Block imports of Russian oil and gas TODAY, and produce more oil and gas from America.   [3/7]"
Sullivan,SenDanSullivan,center," President  said stopping the purchase of Russian oil and gas around the world would be one of the most powerful sanctions possible, “even more powerful than SWIFT.”  [2/7]"
Sullivan,SenDanSullivan,center,"Just got off of a Zoom with Pres.  of Ukraine—moral clarity, heroism, bravery on full display for this President and the courageous people he represents. A few critical points… 🧵 [1/7]"
Sullivan,SenDanSullivan,center,"., before you fire off another letter demanding we shut down  energy, maybe speak with the indigenous people who actually live there—the communities &amp; families your actions impact. The view of elected Alaska Native leaders ⬇️"
Sullivan,SenDanSullivan,center,Indigenous Alaskans of the  are offering to produce more American oil and weaken Putin’s oil-fueled war machine.  Will  and Biden administration let them? Must-read  from two Inupiaq Eskimo leaders👇
Sullivan,SenDanSullivan,center,"If Putin’s invasion of Ukraine has taught us anything, it’s that weakness invites aggression.The Biden administration clearly hasn’t learned this lesson as it seeks to appease another despotic regime—this one with the blood of hundreds of U.S. service members on its hands. "
